,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
18387,23445,limousine,2013,manuell,230,golf,30000,12,benzin,volkswagen,nein
18388,11250,limousine,2010,manuell,122,1er,70000,9,benzin,bmw,nein
18389,14900,limousine,2011,manuell,143,1er,80000,5,diesel,bmw,nein
18390,15800,kombi,2011,manuell,143,clubman,100000,8,diesel,mini,nein
18391,15890,suv,2007,manuell,150,x_reihe,80000,8,diesel,bmw,nein
18392,31100,limousine,2010,automatik,239,phaeton,90000,11,diesel,volkswagen,nein
18393,26850,limousine,2013,automatik,136,e_klasse,30000,3,diesel,mercedes_benz,nein
18394,11500,kombi,2010,manuell,170,superb,150000,6,diesel,skoda,nein
18395,12000,bus,2006,manuell,102,transporter,150000,6,diesel,volkswagen,nein
18396,17900,limousine,2010,automatik,136,c_klasse,50000,6,diesel,mercedes_benz,nein
18397,16300,limousine,2013,manuell,105,golf,60000,4,diesel,volkswagen,nein
18398,38700,limousine,2012,automatik,245,x_reihe,150000,11,diesel,bmw,nein
18399,11900,limousine,2009,automatik,184,c_klasse,80000,8,benzin,mercedes_benz,nein
18400,39500,suv,2014,automatik,313,x_reihe,90000,3,diesel,bmw,nein
18401,22000,cabrio,2011,automatik,140,a3,70000,12,diesel,audi,nein
18402,19295,andere,2008,automatik,265,a5,90000,7,benzin,audi,nein
18403,12700,cabrio,2005,manuell,170,z_reihe,125000,4,benzin,bmw,nein
18404,12500,limousine,2012,manuell,105,golf,70000,12,benzin,volkswagen,nein
18405,17950,suv,2012,manuell,136,sportage,80000,7,diesel,kia,nein
18406,120911,cabrio,2004,manuell,450,911,80000,11,benzin,porsche,nein
18407,17900,cabrio,2012,manuell,122,cooper,40000,4,benzin,mini,nein
18408,11989,suv,2008,manuell,150,tiguan,125000,3,benzin,volkswagen,nein
18409,11200,limousine,2012,automatik,105,a3,125000,3,diesel,audi,nein
18410,23900,limousine,2015,manuell,110,a3,20000,3,diesel,audi,nein
18411,22000,suv,2010,automatik,170,g_klasse,60000,8,diesel,mercedes_benz,nein
18412,17500,limousine,2006,automatik,431,300c,125000,10,benzin,chrysler,nein
18413,18990,bus,2015,manuell,131,ducato,125000,2,diesel,fiat,nein
18414,19995,kombi,2011,manuell,220,insignia,50000,9,benzin,opel,nein
18415,15900,cabrio,2009,manuell,143,1er,60000,3,benzin,bmw,nein
18416,59800,suv,2015,automatik,468,grand,20000,5,benzin,jeep,nein
18417,16900,cabrio,2008,automatik,197,3er,150000,4,diesel,bmw,nein
18418,15480,kombi,2012,manuell,147,forester,90000,5,diesel,subaru,nein
18419,15500,limousine,2007,automatik,230,golf,50000,6,benzin,volkswagen,nein
18420,11500,kombi,2007,automatik,232,a6,150000,7,diesel,audi,nein
18421,12999,limousine,2006,manuell,140,a3,80000,7,diesel,audi,nein
18422,13000,kombi,2012,automatik,140,passat,150000,10,diesel,volkswagen,nein
18423,11500,limousine,2011,manuell,105,jetta,60000,7,benzin,volkswagen,nein
18424,14500,cabrio,1996,automatik,136,e_klasse,150000,11,benzin,mercedes_benz,nein
18425,13500,kombi,2011,automatik,140,passat,150000,9,diesel,volkswagen,nein
18426,10500,kombi,2008,manuell,143,3er,125000,10,benzin,bmw,nein
18427,15900,kleinwagen,2012,automatik,122,a1,40000,5,benzin,audi,nein
18428,14500,cabrio,2006,manuell,231,slk,150000,8,lpg,mercedes_benz,nein
18429,13500,suv,2011,manuell,105,yeti,60000,8,benzin,skoda,nein
18430,45999,bus,2015,manuell,150,transporter,20000,10,diesel,volkswagen,nein
18431,18900,limousine,2013,manuell,150,golf,60000,2,diesel,volkswagen,nein
18432,18500,cabrio,2006,manuell,218,z_reihe,80000,3,benzin,bmw,nein
18433,10500,cabrio,1993,automatik,234,sl,150000,1,benzin,mercedes_benz,nein
18434,19500,limousine,2008,automatik,326,q7,150000,5,diesel,audi,nein
18435,21900,kleinwagen,2012,manuell,184,cooper,50000,2,benzin,mini,nein
18436,12400,limousine,2007,automatik,170,c_klasse,150000,6,diesel,mercedes_benz,nein
18437,17999,kombi,2010,automatik,204,c_klasse,150000,6,diesel,mercedes_benz,nein
18438,33900,bus,2008,manuell,174,transporter,150000,6,diesel,volkswagen,nein
18439,30000,limousine,2008,automatik,286,x_reihe,70000,9,diesel,bmw,nein
18440,17500,limousine,2006,automatik,232,a8,125000,11,diesel,audi,nein
18441,21500,suv,2011,automatik,184,x_reihe,150000,1,diesel,bmw,nein
18442,10000,coupe,2008,automatik,160,golf,70000,10,benzin,volkswagen,nein
18443,12750,kombi,2010,automatik,190,a6,150000,4,diesel,audi,nein
18444,43500,kombi,2015,automatik,239,passat,20000,2,diesel,volkswagen,nein
18445,10000,coupe,2006,manuell,231,rx_reihe,90000,5,benzin,mazda,nein
18446,10900,limousine,2010,manuell,105,golf,60000,12,benzin,volkswagen,nein
18447,25200,suv,2013,automatik,200,xc_reihe,150000,2,diesel,volvo,nein
18448,11499,limousine,2009,manuell,160,golf,100000,10,benzin,volkswagen,nein
18449,11850,kombi,2009,automatik,197,5er,150000,5,diesel,bmw,nein
18450,23400,cabrio,2014,automatik,160,kaefer,40000,1,benzin,volkswagen,nein
18451,26500,bus,2013,automatik,170,b_klasse,60000,5,diesel,mercedes_benz,nein
18452,13500,kombi,2005,automatik,218,5er,150000,6,diesel,bmw,nein
18453,12700,kombi,2005,manuell,218,3er,150000,5,benzin,bmw,nein
18454,19800,cabrio,1983,automatik,204,sl,150000,1,benzin,mercedes_benz,nein
18455,14500,kombi,2007,manuell,197,3er,150000,12,diesel,bmw,nein
18456,25800,suv,2010,automatik,239,cayenne,150000,2,diesel,porsche,nein
18457,21900,limousine,2011,automatik,245,5er,150000,5,diesel,bmw,nein
18458,29900,limousine,2011,automatik,265,cl,150000,11,diesel,mercedes_benz,nein
18459,19500,kombi,2009,manuell,170,a4,150000,4,diesel,audi,nein
18460,30950,cabrio,2007,manuell,295,boxster,50000,3,benzin,porsche,nein
18461,12500,kleinwagen,2011,manuell,122,a1,60000,3,benzin,audi,nein
18462,26500,limousine,2010,automatik,245,5er,125000,5,diesel,bmw,nein
18463,69850,cabrio,2009,manuell,385,911,30000,4,benzin,porsche,nein
18464,18000,cabrio,2012,manuell,140,golf,80000,4,diesel,volkswagen,nein
18465,11800,bus,1997,automatik,140,transporter,150000,6,benzin,volkswagen,nein
18466,12900,bus,2006,manuell,110,sprinter,150000,8,diesel,mercedes_benz,nein
18467,44800,suv,2011,automatik,245,cayenne,100000,9,diesel,porsche,nein
18468,14900,kombi,2007,automatik,170,a3,125000,12,diesel,audi,nein
18469,13900,bus,2011,manuell,105,touran,70000,4,diesel,volkswagen,nein
18470,11400,coupe,1990,manuell,283,andere,150000,6,benzin,nissan,nein
18471,13800,limousine,2007,manuell,150,x_reihe,125000,3,diesel,bmw,nein
18472,24500,kombi,2011,automatik,204,e_klasse,80000,2,benzin,mercedes_benz,nein
18473,14900,kombi,2009,automatik,177,5er,150000,10,diesel,bmw,nein
18474,19990,kleinwagen,2014,manuell,136,cooper,20000,11,benzin,mini,nein
18475,14999,suv,2006,automatik,232,q7,150000,6,diesel,audi,nein
18476,14590,limousine,2011,manuell,211,golf,100000,5,benzin,volkswagen,nein
18477,12000,suv,2005,automatik,174,navara,150000,11,diesel,nissan,nein
18478,13500,kombi,2011,manuell,120,a4,150000,11,diesel,audi,nein
18479,11200,bus,2012,manuell,140,meriva,30000,7,benzin,opel,nein
18480,18450,kombi,2010,automatik,239,a6,150000,10,diesel,audi,nein
18481,13900,kombi,2006,automatik,231,3er,125000,1,diesel,bmw,nein
18482,17500,limousine,2009,manuell,160,a4,100000,9,benzin,audi,nein
18483,14400,bus,2007,automatik,224,andere,150000,11,diesel,mercedes_benz,nein
18484,15000,suv,2012,manuell,136,andere,50000,8,diesel,jeep,nein
18485,14999,kleinwagen,2011,manuell,122,cooper,40000,12,benzin,mini,nein
18486,10499,limousine,2010,automatik,105,golf,100000,8,diesel,volkswagen,nein
18487,10900,kleinwagen,2012,manuell,110,juke,90000,9,diesel,nissan,nein
18488,12200,coupe,2008,manuell,239,a5,150000,9,diesel,audi,nein
18489,15400,coupe,2006,automatik,231,clk,150000,8,benzin,mercedes_benz,nein
18490,11800,bus,2009,manuell,140,galaxy,150000,7,diesel,ford,nein
18491,20990,cabrio,2012,manuell,143,cooper,60000,4,diesel,mini,nein
18492,18000,limousine,2008,manuell,170,3er,80000,10,benzin,bmw,nein
18493,15990,kombi,2013,manuell,140,passat,90000,10,diesel,volkswagen,nein
18494,12800,limousine,2011,manuell,122,passat,70000,3,benzin,volkswagen,nein
18495,14999,cabrio,2002,manuell,252,boxster,150000,3,benzin,porsche,nein
18496,11800,limousine,2010,automatik,122,golf,50000,5,benzin,volkswagen,nein
18497,19950,limousine,2009,automatik,286,5er,150000,6,diesel,bmw,nein
18498,19500,suv,2012,manuell,175,cx_reihe,100000,6,diesel,mazda,nein
18499,17300,bus,2014,manuell,125,golf,30000,7,benzin,volkswagen,nein
18500,18990,cabrio,2011,automatik,140,eos,50000,1,diesel,volkswagen,nein
18501,10240,kleinwagen,2010,manuell,122,cooper,90000,6,benzin,mini,nein
18502,12900,limousine,2007,manuell,150,x_reihe,100000,1,diesel,bmw,nein
18503,29000,coupe,2010,automatik,197,3er,50000,7,diesel,bmw,nein
18504,14500,limousine,2010,automatik,170,c_klasse,150000,4,diesel,mercedes_benz,nein
18505,14000,cabrio,2007,automatik,286,andere,150000,7,diesel,audi,nein
18506,14750,kombi,2010,manuell,163,3er,125000,10,diesel,bmw,nein
18507,11900,cabrio,2007,manuell,150,eos,125000,9,benzin,volkswagen,nein
18508,13250,bus,2012,manuell,140,c_max,125000,4,diesel,ford,nein
18509,11850,limousine,2003,automatik,445,7er,150000,7,benzin,bmw,nein
18510,20200,kombi,2011,automatik,136,e_klasse,125000,7,diesel,mercedes_benz,nein
18511,19200,cabrio,2008,automatik,184,clk,50000,2,benzin,mercedes_benz,nein
18512,12850,coupe,2011,manuell,179,megane,30000,6,benzin,renault,nein
18513,22987,cabrio,2008,manuell,245,boxster,90000,9,benzin,porsche,nein
18514,20990,limousine,2015,manuell,250,focus,5000,6,benzin,ford,nein
18515,11900,suv,2007,automatik,190,m_klasse,150000,7,diesel,mercedes_benz,nein
18516,11000,suv,2008,manuell,239,touareg,150000,7,diesel,volkswagen,ja
18517,27000,limousine,2009,automatik,245,7er,125000,5,diesel,bmw,nein
18518,12000,limousine,2008,manuell,160,a3,80000,10,benzin,audi,nein
18519,14500,kleinwagen,2012,manuell,122,cooper,50000,6,benzin,mini,nein
18520,13500,coupe,2007,manuell,270,tt,150000,8,benzin,audi,nein
18521,21500,limousine,1990,automatik,279,andere,80000,10,benzin,mercedes_benz,nein
18522,23100,kombi,2012,automatik,204,a4,150000,6,diesel,audi,nein
18523,15490,coupe,2005,automatik,224,andere,125000,11,diesel,mercedes_benz,nein
18524,17500,kombi,2014,manuell,100,andere,20000,7,benzin,ford,nein
18525,12990,limousine,2008,manuell,170,3er,150000,1,benzin,bmw,nein
18526,13500,coupe,2010,manuell,160,cc,70000,4,benzin,volkswagen,nein
18527,15999,kleinwagen,2011,automatik,185,a1,30000,10,benzin,audi,nein
18528,17950,bus,2008,manuell,174,transporter,150000,10,diesel,volkswagen,nein
18529,19990,bus,2013,manuell,116,andere,70000,4,diesel,renault,nein
18530,29777,suv,2011,automatik,231,andere,70000,7,diesel,nissan,nein
18531,12500,limousine,2009,manuell,156,accord,70000,9,benzin,honda,nein
18532,15400,kombi,2013,manuell,165,astra,60000,3,diesel,opel,nein
18533,18000,limousine,2007,automatik,333,x_reihe,150000,3,diesel,bmw,nein
18534,16590,cabrio,2009,manuell,143,1er,40000,2,diesel,bmw,nein
18535,11900,cabrio,2011,manuell,120,2_reihe,60000,6,benzin,peugeot,nein
18536,38470,cabrio,2014,automatik,170,e_klasse,60000,3,diesel,mercedes_benz,nein
18537,19999,suv,2009,automatik,224,m_klasse,150000,9,diesel,mercedes_benz,nein
18538,11000,kombi,2005,automatik,224,a6,150000,8,diesel,audi,nein
18539,17490,kombi,2011,manuell,143,a4,125000,6,diesel,audi,nein
18540,13950,suv,2006,manuell,120,andere,150000,11,diesel,toyota,nein
18541,21700,cabrio,2009,automatik,211,a5,125000,8,benzin,audi,nein
18542,18000,coupe,2008,manuell,170,3er,125000,4,benzin,bmw,nein
18543,11999,coupe,2012,manuell,105,beetle,40000,8,benzin,volkswagen,nein
18544,47800,kombi,2013,automatik,313,a6,70000,5,diesel,audi,nein
18545,28500,bus,2012,manuell,170,sharan,40000,7,diesel,volkswagen,nein
18546,40999,limousine,2015,automatik,326,m_reihe,10000,6,benzin,bmw,nein
18547,14999,coupe,2009,automatik,213,mustang,150000,7,lpg,ford,nein
18548,18300,limousine,2010,manuell,177,x_reihe,70000,1,diesel,bmw,nein
18549,22500,coupe,2013,manuell,280,astra,20000,3,benzin,opel,nein
18550,27990,suv,2007,automatik,224,gl,150000,9,diesel,mercedes_benz,nein
18551,10999,kombi,2010,automatik,140,a3,150000,11,diesel,audi,nein
18552,16990,suv,2007,automatik,232,q7,150000,12,diesel,audi,nein
18553,22900,suv,1998,automatik,177,g_klasse,150000,10,diesel,mercedes_benz,nein
18554,12500,kombi,2009,automatik,143,a4,150000,5,diesel,audi,nein
18555,12300,kombi,2012,manuell,150,focus,100000,2,benzin,ford,nein
18556,14300,bus,2006,automatik,204,viano,150000,9,diesel,mercedes_benz,nein
18557,10550,kleinwagen,2010,manuell,105,polo,80000,1,diesel,volkswagen,nein
18558,17900,limousine,2012,manuell,184,1er,70000,9,diesel,bmw,nein
18559,13599,cabrio,2005,manuell,231,z_reihe,150000,3,benzin,bmw,nein
18560,16500,coupe,2009,automatik,218,1er,150000,7,benzin,bmw,nein
18561,12500,bus,2010,automatik,136,b_klasse,100000,6,benzin,mercedes_benz,nein
18562,13899,kombi,2010,automatik,140,octavia,100000,12,diesel,skoda,nein
18563,12900,coupe,2009,manuell,143,cl,125000,1,benzin,mercedes_benz,nein
18564,16800,limousine,2010,automatik,156,c_klasse,20000,8,benzin,mercedes_benz,nein
18565,20999,coupe,2010,manuell,265,scirocco,80000,5,benzin,volkswagen,nein
18566,23000,limousine,2011,manuell,325,insignia,100000,1,benzin,opel,nein
18567,38500,bus,2011,automatik,224,viano,60000,4,diesel,mercedes_benz,nein
18568,11200,kombi,2006,automatik,170,e_klasse,150000,8,diesel,mercedes_benz,nein
18569,12999,limousine,2015,manuell,105,beetle,20000,4,benzin,volkswagen,nein
18570,11450,kombi,2009,manuell,102,a3,70000,1,benzin,audi,nein
18571,12850,kombi,2010,manuell,122,clubman,70000,7,benzin,mini,nein
18572,31000,bus,2013,automatik,163,viano,40000,8,diesel,mercedes_benz,nein
18573,13250,kombi,2008,manuell,156,c_klasse,125000,10,benzin,mercedes_benz,nein
18574,15700,limousine,2007,automatik,235,5er,150000,12,diesel,bmw,nein
18575,20500,limousine,2011,manuell,179,q5,80000,8,benzin,audi,nein
18576,15555,kombi,2011,manuell,140,a3,125000,7,diesel,audi,nein
18577,16999,limousine,2007,manuell,265,andere,125000,5,benzin,audi,nein
18578,21990,limousine,2013,manuell,170,1er,40000,6,benzin,bmw,nein
18579,10900,coupe,2003,automatik,231,3er,150000,11,benzin,bmw,nein
18580,10500,limousine,1980,automatik,185,andere,125000,1,benzin,mercedes_benz,nein
18581,26980,suv,2015,manuell,150,q3,20000,10,diesel,audi,nein
18582,13450,kleinwagen,2011,manuell,105,a1,70000,10,diesel,audi,nein
18583,12800,kombi,2011,manuell,179,astra,100000,5,benzin,opel,nein
18584,10490,kombi,2011,manuell,116,astra,80000,3,benzin,opel,nein
18585,13500,limousine,2009,manuell,143,3er,100000,8,benzin,bmw,nein
18586,11950,limousine,2010,manuell,170,golf,150000,10,diesel,volkswagen,nein
18587,11999,coupe,2009,manuell,170,passat,150000,10,diesel,volkswagen,nein
18588,10990,cabrio,2009,automatik,143,1er,60000,8,benzin,bmw,nein
18589,15500,limousine,2010,automatik,136,c_klasse,80000,4,diesel,mercedes_benz,nein
18590,13000,limousine,2007,automatik,220,300c,150000,10,diesel,chrysler,nein
18591,26800,coupe,2011,manuell,211,a5,40000,10,benzin,audi,nein
18592,10900,bus,2009,manuell,105,touran,150000,1,diesel,volkswagen,nein
18593,44450,bus,2015,automatik,140,transporter,20000,3,diesel,volkswagen,nein
18594,10950,suv,2004,automatik,231,x_reihe,125000,1,benzin,bmw,nein
18595,17998,bus,2014,manuell,105,touran,40000,8,diesel,volkswagen,nein
18596,25500,kombi,2015,manuell,110,caddy,10000,12,cng,volkswagen,nein
18597,38450,bus,2015,automatik,190,andere,20000,2,diesel,bmw,nein
18598,18500,suv,2012,manuell,163,xc_reihe,125000,7,diesel,volvo,nein
18599,15500,limousine,2012,automatik,184,1er,150000,6,diesel,bmw,nein
18600,11000,cabrio,2004,manuell,250,tt,90000,3,benzin,audi,nein
18601,10750,kombi,2009,manuell,143,3er,150000,6,diesel,bmw,nein
18602,21900,limousine,2011,automatik,177,x_reihe,80000,6,diesel,bmw,nein
18603,11799,limousine,2007,manuell,156,c_klasse,100000,11,benzin,mercedes_benz,nein
18604,10700,limousine,2007,automatik,232,a6,125000,12,diesel,audi,nein
18605,11500,suv,2008,automatik,155,santa,90000,7,diesel,hyundai,nein
18606,11999,kombi,2005,manuell,131,transporter,150000,5,diesel,volkswagen,nein
18607,12000,kombi,2008,manuell,145,vivaro,150000,1,diesel,opel,nein
18608,20300,kombi,2011,manuell,215,v60,125000,7,diesel,volvo,nein
18609,12900,kombi,2012,manuell,140,mondeo,90000,4,diesel,ford,nein
18610,19990,cabrio,2008,manuell,197,3er,90000,1,diesel,bmw,nein
18611,24999,limousine,2009,automatik,239,q5,90000,9,diesel,audi,nein
18612,18450,cabrio,2011,automatik,122,cooper,40000,5,benzin,mini,nein
18613,11900,limousine,2008,manuell,184,c_klasse,60000,4,benzin,mercedes_benz,nein
18614,22399,limousine,2011,manuell,170,c_klasse,70000,9,diesel,mercedes_benz,nein
18615,11900,cabrio,2000,manuell,150,z_reihe,100000,4,benzin,bmw,nein
18616,11999,coupe,2006,manuell,200,tt,150000,10,benzin,audi,nein
18617,12300,cabrio,2003,manuell,192,z_reihe,80000,5,benzin,bmw,nein
18618,10800,cabrio,2002,automatik,231,3er,150000,6,benzin,bmw,nein
18619,21300,kombi,2011,automatik,265,c_klasse,100000,5,diesel,mercedes_benz,nein
18620,18999,coupe,2013,manuell,136,1er,30000,4,benzin,bmw,nein
18621,16000,limousine,2007,automatik,193,300c,70000,12,benzin,chrysler,nein
18622,12500,kleinwagen,2010,manuell,174,cooper,40000,4,benzin,mini,nein
18623,10150,cabrio,2003,manuell,192,z_reihe,125000,3,benzin,bmw,nein
18624,12790,limousine,2007,automatik,231,5er,150000,3,diesel,bmw,nein
18625,28800,limousine,2016,automatik,290,leon,5000,3,benzin,seat,nein
18626,11500,kombi,2010,automatik,170,superb,150000,11,diesel,skoda,nein
18627,13950,limousine,2010,automatik,136,c_klasse,150000,3,diesel,mercedes_benz,nein
18628,69900,coupe,2015,automatik,431,m_reihe,5000,9,benzin,bmw,nein
18629,12499,kombi,2007,manuell,177,3er,80000,11,diesel,bmw,nein
18630,14999,limousine,2006,automatik,232,q7,150000,5,diesel,audi,nein
18631,13999,andere,2008,manuell,280,focus,125000,3,benzin,ford,nein
18632,10500,kombi,2008,manuell,116,clubman,80000,3,diesel,mini,nein
18633,21900,limousine,2014,automatik,150,golf,20000,12,diesel,volkswagen,nein
18634,16500,limousine,2008,automatik,177,3er,150000,4,diesel,bmw,nein
18635,16350,kombi,2014,automatik,140,passat,100000,9,diesel,volkswagen,nein
18636,18900,coupe,2012,automatik,170,cc,60000,5,diesel,volkswagen,nein
18637,11399,coupe,2008,manuell,200,tt,150000,4,benzin,audi,nein
18638,12999,limousine,2011,automatik,160,golf,60000,6,benzin,volkswagen,nein
18639,10900,andere,1993,automatik,214,andere,150000,8,benzin,chevrolet,nein
18640,15900,limousine,2007,automatik,170,c_klasse,150000,8,diesel,mercedes_benz,ja
18641,23500,cabrio,2010,automatik,211,a5,90000,8,benzin,audi,nein
18642,14230,bus,2011,manuell,163,galaxy,150000,3,diesel,ford,nein
18643,15470,limousine,1972,automatik,160,s_klasse,60000,9,benzin,mercedes_benz,nein
18644,18500,coupe,2010,manuell,177,1er,90000,4,diesel,bmw,nein
18645,10900,limousine,2005,automatik,218,3er,125000,5,benzin,bmw,nein
18646,11990,kombi,2008,manuell,170,a3,150000,1,diesel,audi,nein
18647,10499,kombi,2007,automatik,177,3er,150000,9,diesel,bmw,nein
18648,28987,cabrio,2008,manuell,295,boxster,125000,6,benzin,porsche,nein
18649,11500,cabrio,2004,automatik,163,slk,125000,4,benzin,mercedes_benz,nein
18650,11777,cabrio,2001,automatik,220,boxster,150000,7,benzin,porsche,nein
18651,11850,cabrio,2005,automatik,163,a4,125000,7,benzin,audi,nein
18652,25400,kombi,2014,manuell,150,a4,30000,5,diesel,audi,nein
18653,16200,suv,2012,manuell,131,qashqai,60000,7,diesel,nissan,nein
18654,11000,suv,2008,automatik,286,x_reihe,150000,4,diesel,bmw,nein
18655,15800,kombi,2012,manuell,163,mondeo,80000,3,diesel,ford,ja
18656,17900,suv,2011,automatik,140,tiguan,80000,5,diesel,volkswagen,nein
18657,13900,cabrio,2007,automatik,224,clk,125000,8,diesel,mercedes_benz,nein
18658,10800,kombi,2006,manuell,200,octavia,150000,1,benzin,skoda,nein
18659,39000,suv,2011,automatik,340,touareg,80000,7,diesel,volkswagen,nein
18660,15900,limousine,2007,automatik,218,x_reihe,150000,6,diesel,bmw,nein
18661,14499,cabrio,2006,manuell,140,a4,150000,7,diesel,audi,nein
18662,18900,kombi,2010,automatik,170,superb,125000,8,diesel,skoda,nein
18663,23950,bus,2009,manuell,174,transporter,125000,9,diesel,volkswagen,nein
18664,12990,kombi,2010,manuell,170,a4,125000,10,diesel,audi,nein
18665,18888,kombi,2015,manuell,150,leon,30000,7,diesel,seat,nein
18666,14800,bus,2015,manuell,110,c3,5000,9,benzin,citroen,nein
18667,30900,limousine,2015,automatik,184,3er,5000,4,diesel,bmw,nein
18668,10999,limousine,2009,manuell,122,golf,60000,4,benzin,volkswagen,nein
18669,12950,limousine,2011,automatik,140,golf,125000,9,diesel,volkswagen,nein
18670,18999,bus,2006,manuell,174,transporter,150000,2,diesel,volkswagen,nein
18671,18999,limousine,2008,automatik,329,7er,150000,7,diesel,bmw,nein
18672,18500,kombi,2012,automatik,170,c_klasse,90000,5,diesel,mercedes_benz,nein
18673,10500,cabrio,2006,automatik,163,slk,150000,2,benzin,mercedes_benz,nein
18674,13750,bus,2013,manuell,128,andere,70000,4,diesel,citroen,nein
18675,25500,kombi,2007,automatik,279,a6,125000,12,diesel,audi,nein
18676,23950,suv,2009,automatik,239,q5,150000,10,diesel,audi,nein
18677,17990,suv,2008,automatik,234,x_reihe,150000,7,diesel,bmw,nein
18678,27900,bus,2012,manuell,170,alhambra,60000,9,diesel,seat,nein
18679,48000,cabrio,2001,automatik,325,911,90000,6,benzin,porsche,nein
18680,11000,kombi,2012,manuell,140,golf,125000,4,diesel,volkswagen,nein
18681,22490,limousine,2015,manuell,204,ceed,10000,11,benzin,kia,nein
18682,10500,limousine,2003,automatik,340,andere,150000,4,lpg,audi,nein
18683,17200,limousine,2008,automatik,235,x_reihe,150000,8,diesel,bmw,nein
18684,21500,limousine,2012,manuell,156,c_klasse,60000,8,benzin,mercedes_benz,nein
18685,35950,coupe,2015,manuell,136,andere,10000,9,diesel,mercedes_benz,nein
18686,39999,coupe,2012,automatik,313,andere,80000,7,diesel,audi,nein
18687,27490,kombi,2012,automatik,306,c_klasse,80000,8,benzin,mercedes_benz,nein
18688,16400,coupe,2010,automatik,190,a5,150000,1,diesel,audi,nein
18689,12950,coupe,2007,automatik,292,andere,150000,8,benzin,mercedes_benz,nein
18690,12400,kombi,2008,manuell,177,3er,150000,11,diesel,bmw,nein
18691,16200,limousine,2009,automatik,190,a6,150000,6,diesel,audi,nein
18692,13500,bus,2014,manuell,101,andere,50000,9,benzin,ford,nein
18693,29750,cabrio,2012,automatik,184,e_klasse,30000,6,benzin,mercedes_benz,nein
18694,10500,kombi,2007,manuell,163,5er,100000,6,diesel,bmw,nein
18695,17400,coupe,2012,manuell,170,c_klasse,150000,3,diesel,mercedes_benz,nein
18696,13299,limousine,2013,manuell,140,astra,30000,5,benzin,opel,nein
18697,11499,limousine,2003,manuell,241,golf,125000,1,benzin,volkswagen,nein
18698,26898,limousine,2013,manuell,184,3er,40000,4,diesel,bmw,nein
18699,12000,kombi,2007,manuell,140,a4,100000,1,diesel,audi,nein
18700,18900,bus,2007,manuell,131,transporter,150000,10,diesel,volkswagen,nein
18701,12600,coupe,2007,manuell,200,tt,150000,1,benzin,audi,nein
18702,11450,limousine,2011,manuell,140,astra,90000,2,benzin,opel,nein
18703,25500,kombi,2011,automatik,170,c_klasse,70000,3,diesel,mercedes_benz,nein
18704,18900,limousine,2010,automatik,184,3er,150000,4,diesel,bmw,nein
18705,28500,limousine,2014,manuell,140,q3,20000,12,diesel,audi,nein
18706,12450,suv,2006,manuell,174,andere,125000,4,diesel,nissan,nein
18707,17800,suv,2008,automatik,177,x_reihe,150000,3,diesel,bmw,nein
18708,19500,cabrio,2012,manuell,140,golf,60000,4,diesel,volkswagen,nein
18709,15800,cabrio,2003,manuell,224,boxster,50000,3,benzin,porsche,nein
18710,16200,suv,2006,automatik,218,x_reihe,150000,11,diesel,bmw,nein
18711,12500,kombi,2010,automatik,184,3er,150000,4,diesel,bmw,nein
18712,10990,cabrio,2012,manuell,120,2_reihe,30000,2,benzin,peugeot,nein
18713,18900,cabrio,1985,automatik,200,sl,150000,5,benzin,mercedes_benz,nein
18714,25750,cabrio,2004,automatik,306,sl,60000,11,benzin,mercedes_benz,nein
18715,13000,cabrio,1997,automatik,150,e_klasse,150000,7,benzin,mercedes_benz,nein
18716,26000,kombi,2014,automatik,150,golf,50000,1,diesel,volkswagen,nein
18717,12059,bus,2010,automatik,140,touran,125000,10,benzin,volkswagen,nein
18718,33511,coupe,2002,automatik,320,911,60000,5,benzin,porsche,nein
18719,14350,cabrio,2005,automatik,160,slk,80000,6,benzin,mercedes_benz,nein
18720,21999,limousine,2010,automatik,265,andere,80000,9,benzin,audi,nein
18721,30900,coupe,1989,manuell,330,andere,150000,6,benzin,porsche,nein
18722,14900,coupe,2008,manuell,239,a5,150000,1,diesel,audi,nein
18723,29500,suv,2014,automatik,156,andere,20000,4,benzin,mercedes_benz,nein
18724,12490,cabrio,2007,manuell,140,eos,90000,8,diesel,volkswagen,nein
18725,11500,kombi,2008,automatik,143,a4,150000,9,diesel,audi,nein
18726,13000,bus,2007,manuell,200,transporter,150000,12,diesel,volkswagen,nein
18727,20900,coupe,2010,automatik,239,a5,80000,9,diesel,audi,nein
18728,14000,kombi,2009,automatik,235,5er,150000,9,diesel,bmw,ja
18729,14900,bus,2009,automatik,175,transporter,150000,11,diesel,volkswagen,nein
18730,19990,limousine,2013,manuell,150,andere,20000,12,diesel,mitsubishi,nein
18731,11500,kleinwagen,2011,manuell,160,golf,30000,4,benzin,volkswagen,nein
18732,23900,kombi,2012,automatik,143,3er,40000,5,diesel,bmw,nein
18733,18500,limousine,2013,manuell,122,a_klasse,30000,7,benzin,mercedes_benz,nein
18734,14000,bus,2010,manuell,136,andere,80000,3,benzin,mercedes_benz,nein
18735,12900,limousine,2011,manuell,105,golf,90000,1,diesel,volkswagen,nein
18736,14999,kombi,2007,automatik,231,5er,150000,3,diesel,bmw,nein
18737,10800,kombi,2011,automatik,140,passat,150000,1,diesel,volkswagen,nein
